Type,Municipality,NearStation,Price,FloorPlan,Area,LandShape,Frontage,BuildingYear,Structure,Use,Direction,Renovation
Residential Land(Land and Building),Shinjuku Ward,5.0,470000000,1K,360,Irregular Shaped,7.5,1991.0,RC,House,East,Not yet
Residential Land(Land and Building),Shinjuku Ward,12.0,65000000,1K,65,Semi-trapezoidal Shaped,8.0,2014.0,W,House,North,Not yet
Residential Land(Land and Building),Shinjuku Ward,11.0,79000000,1K,125,Rectangular Shaped,10.0,1988.0,W,House,South,Not yet
Residential Land(Land and Building),Shinjuku Ward,7.0,210000000,1K,200,Rectangular Shaped,11.0,2004.0,RC,House,Northwest,Not yet
Residential Land(Land and Building),Shinjuku Ward,9.0,93000000,1K,80,Semi-rectangular Shaped,8.6,1998.0,RC,House,West,Not yet
Residential Land(Land and Building),Shinjuku Ward,3.0,95000000,1K,80,Rectangular Shaped,8.5,1981.0,S,House,West,Not yet
Residential Land(Land and Building),Minato Ward,6.0,1300000000,1K,680,Semi-rectangular Shaped,20.2,1992.0,SRC,Office,Northwest,Not yet
Residential Land(Land and Building),Minato Ward,8.0,230000000,1K,160,Semi-rectangular Shaped,10.0,1970.0,RC,House,Northwest,Not yet
Residential Land(Land and Building),Shinjuku Ward,7.0,160000000,1K,140,Semi-rectangular Shaped,8.6,2001.0,RC,House,Southwest,Not yet
Residential Land(Land and Building),Shinjuku Ward,8.0,40000000,1K,50,Semi-rectangular Shaped,6.4,1970.0,W,House,Southwest,Not yet
Residential Land(Land and Building),Shinjuku Ward,4.0,65000000,1K,120,Semi-rectangular Shaped,10.0,1989.0,LS,Housing Complex,Southwest,Not yet
Residential Land(Land and Building),Shinjuku Ward,4.0,53000000,1K,140,Irregular Shaped,8.6,1979.0,RC,House,Northwest,Not yet
Residential Land(Land and Building),Shinjuku Ward,2.0,490000000,1K,175,Trapezoidal Shaped,12.7,2019.0,RC,Housing Complex,West,Not yet
Residential Land(Land and Building),Minato Ward,2.0,220000000,1K,125,Semi-rectangular Shaped,6.5,1987.0,RC,Office,West,Not yet
Residential Land(Land and Building),Shinjuku Ward,5.0,270000000,1K,330,Irregular Shaped,9.4,1979.0,S,House,West,Not yet
Residential Land(Land and Building),Shinjuku Ward,2.0,150000000,1K,120,Rectangular Shaped,8.7,2018.0,W,Housing Complex,East,Not yet
Residential Land(Land and Building),Minato Ward,0.0,2300000000,1K,300,Rectangular Shaped,14.0,1989.0,S,Office,Southeast,Not yet
Residential Land(Land and Building),Minato Ward,2.0,240000000,1K,80,Semi-rectangular Shaped,5.5,1964.0,SRC,Office,Northeast,Not yet
Residential Land(Land and Building),Minato Ward,6.0,130000000,1K,65,Rectangular Shaped,7.0,1987.0,S,Office,South,Not yet
Residential Land(Land and Building),Minato Ward,6.0,72000000,1K,70,Semi-rectangular Shaped,7.0,1982.0,SRC,Office,Southwest,Not yet
Residential Land(Land and Building),Minato Ward,9.0,410000000,1K,280,Semi-rectangular Shaped,13.0,1969.0,RC,House,Southwest,Not yet
Residential Land(Land and Building),Shinjuku Ward,2.0,390000000,1K,210,Trapezoidal Shaped,10.4,1979.0,RC,Housing Complex,Southeast,Not yet
Residential Land(Land and Building),Minato Ward,7.0,100000000,1K,65,Rectangular Shaped,7.0,1987.0,S,Office,Southwest,Not yet
Residential Land(Land and Building),Shinjuku Ward,3.0,150000000,1K,100,Trapezoidal Shaped,4.7,2004.0,W,House,South,Not yet
Residential Land(Land and Building),Shinjuku Ward,5.0,18000000,1K,70,Irregular Shaped,2.0,1978.0,S,House,East,Not yet
Residential Land(Land and Building),Shinjuku Ward,4.0,64000000,1K,50,Semi-rectangular Shaped,4.9,2016.0,W,House,North,Not yet
Residential Land(Land and Building),Shinjuku Ward,4.0,66000000,1K,55,Semi-rectangular Shaped,5.0,2016.0,W,House,East,Not yet
Residential Land(Land and Building),Minato Ward,3.0,110000000,1K,60,Semi-rectangular Shaped,6.0,1990.0,S,House,West,Not yet
Residential Land(Land and Building),Minato Ward,3.0,69000000,1K,55,Rectangular Shaped,4.3,1957.0,W,House,West,Not yet
Residential Land(Land and Building),Minato Ward,4.0,350000000,1K,135,Rectangular Shaped,7.2,1987.0,SRC,Office,East,Not yet
Residential Land(Land and Building),Minato Ward,4.0,1900000000,1K,1100,Irregular Shaped,28.0,1994.0,SRC,Other,East,Not yet
Residential Land(Land and Building),Minato Ward,4.0,61000000000,1K,2000,Irregular Shaped,50.0,1993.0,SRC,Housing Complex,Southwest,Not yet
Residential Land(Land and Building),Minato Ward,4.0,450000000,1K,290,Irregular Shaped,16.7,1993.0,RC,Office,Southwest,Not yet
Residential Land(Land and Building),Shinjuku Ward,6.0,34000000,1K,45,Semi-rectangular Shaped,3.8,1975.0,S,Housing Complex,Southwest,Not yet
Residential Land(Land and Building),Minato Ward,3.0,340000000,1K,135,Semi-square Shaped,10.5,1981.0,RC,House,Northeast,Not yet
Residential Land(Land and Building),Minato Ward,2.0,200000000,1K,120,Rectangular Shaped,9.5,1976.0,RC,Shop,East,Not yet
Residential Land(Land and Building),Minato Ward,3.0,680000000,1K,160,Semi-square Shaped,12.0,1981.0,SRC,House,South,Not yet
Residential Land(Land and Building),Shinjuku Ward,7.0,100000000,1K,115,Semi-rectangular Shaped,9.9,1996.0,S,House,South,Not yet
Residential Land(Land and Building),Shinjuku Ward,6.0,150000000,1K,145,Irregular Shaped,14.2,1991.0,RC,Housing Complex,East,Not yet
Residential Land(Land and Building),Minato Ward,5.0,95000000,1K,45,Semi-rectangular Shaped,5.5,2010.0,RC,House,Southwest,Not yet
Residential Land(Land and Building),Minato Ward,5.0,340000000,1K,210,Semi-rectangular Shaped,11.0,1989.0,RC,House,Southwest,Not yet
Residential Land(Land and Building),Shinjuku Ward,5.0,56000000,1K,80,Semi-rectangular Shaped,7.4,1977.0,LS,House,Southwest,Not yet
Residential Land(Land and Building),Shinjuku Ward,8.0,830000000,1K,175,Semi-trapezoidal Shaped,15.0,2018.0,RC,Housing Complex,West,Not yet
Residential Land(Land and Building),Shinjuku Ward,6.0,550000000,1K,240,Rectangular Shaped,17.0,2018.0,RC,Housing Complex,Northeast,Not yet
Residential Land(Land and Building),Shinjuku Ward,7.0,56000000,1K,65,Rectangular Shaped,6.0,1958.0,W,House,South,Not yet
Residential Land(Land and Building),Shinjuku Ward,5.0,170000000,1K,185,Semi-shaped,13.2,1980.0,RC,Housing Complex,North,Not yet
Residential Land(Land and Building),Shinjuku Ward,6.0,50000000,1K,65,Rectangular Shaped,5.6,1980.0,RC,House,South,Not yet
Residential Land(Land and Building),Shinjuku Ward,6.0,160000000,1K,105,Semi-rectangular Shaped,8.3,2001.0,S,Housing Complex,Northwest,Not yet
Residential Land(Land and Building),Shinjuku Ward,8.0,240000000,1K,105,Semi-square Shaped,9.3,2015.0,RC,Housing Complex,Northeast,Not yet
Residential Land(Land and Building),Shinjuku Ward,7.0,60000000,1K,85,Trapezoidal Shaped,4.6,1977.0,S,Housing Complex,West,Not yet
Residential Land(Land and Building),Shinjuku Ward,4.0,68000000,1K,65,Semi-square Shaped,8.0,1990.0,S,Housing Complex,Southeast,Not yet
Residential Land(Land and Building),Minato Ward,3.0,70000000,1K,120,Irregular Shaped,2.0,1992.0,S,Office,South,Not yet
Residential Land(Land and Building),Shinjuku Ward,3.0,100000000,1K,65,Semi-rectangular Shaped,9.0,2003.0,RC,Housing Complex,Northwest,Not yet
Residential Land(Land and Building),Minato Ward,2.0,620000000,1K,230,Rectangular Shaped,21.0,2010.0,SRC,Shop,Southwest,Not yet
Residential Land(Land and Building),Shinjuku Ward,2.0,370000000,1K,120,Irregular Shaped,7.7,2018.0,RC,Housing Complex,South,Not yet
Residential Land(Land and Building),Shinjuku Ward,2.0,260000000,1K,240,Semi-shaped,17.0,1963.0,W,House,South,Not yet
Residential Land(Land and Building),Shinjuku Ward,2.0,83000000,1K,110,Rectangular Shaped,7.3,1963.0,W,House,South,Not yet
Residential Land(Land and Building),Shinjuku Ward,2.0,70000000,1K,130,Rectangular Shaped,9.4,1966.0,W,House,South,Not yet
Residential Land(Land and Building),Shinjuku Ward,1.0,280000000,1K,250,Irregular Shaped,10.0,1982.0,RC,Office,Northwest,Not yet
Residential Land(Land and Building),Shinjuku Ward,1.0,320000000,1K,250,Irregular Shaped,10.0,1982.0,RC,Office,Northwest,Not yet
Residential Land(Land and Building),Minato Ward,5.0,58000000,1K,40,Rectangular Shaped,5.5,1998.0,W,House,North,Not yet
Residential Land(Land and Building),Shinjuku Ward,1.0,870000000,1K,420,Irregular Shaped,7.0,1990.0,SRC,Office,Northwest,Not yet
Residential Land(Land and Building),Minato Ward,7.0,160000000,1K,210,Semi-trapezoidal Shaped,10.0,1978.0,S,Office,East,Not yet
Residential Land(Land and Building),Shinjuku Ward,5.0,79000000,1K,55,Semi-rectangular Shaped,5.4,2016.0,W,House,West,Not yet
Residential Land(Land and Building),Shinjuku Ward,3.0,70000000,1K,80,Semi-rectangular Shaped,8.6,1977.0,W,House,Northeast,Not yet
Residential Land(Land and Building),Shinjuku Ward,6.0,69000000,1K,55,Semi-rectangular Shaped,5.5,2017.0,W,House,West,Not yet
Residential Land(Land and Building),Shinjuku Ward,7.0,160000000,1K,135,Rectangular Shaped,15.5,1995.0,S,House,South,Not yet
Residential Land(Land and Building),Shinjuku Ward,6.0,490000000,1K,300,Rectangular Shaped,8.6,2016.0,S,Housing Complex,North,Not yet
Residential Land(Land and Building),Shinjuku Ward,6.0,160000000,1K,300,Semi-rectangular Shaped,8.6,1988.0,W,House,North,Not yet
Residential Land(Land and Building),Shinjuku Ward,4.0,40000000,1K,40,Semi-rectangular Shaped,3.5,2014.0,W,House,Southwest,Not yet
Residential Land(Land and Building),Bunkyo Ward,3.0,83000000,1K,85,Semi-rectangular Shaped,7.0,1980.0,W,House,East,Not yet
Residential Land(Land and Building),Minato Ward,2.0,500000000,1K,195,Rectangular Shaped,10.0,1981.0,SRC,Office,Southwest,Not yet
Residential Land(Land and Building),Bunkyo Ward,3.0,100000000,1K,95,Semi-rectangular Shaped,7.0,1980.0,RC,Housing Complex,Northwest,Not yet
Residential Land(Land and Building),Minato Ward,4.0,740000000,1K,410,Semi-square Shaped,21.3,1988.0,RC,Office,Southeast,Not yet
Residential Land(Land and Building),Bunkyo Ward,5.0,1100000000,1K,470,Irregular Shaped,21.2,1978.0,RC,Housing Complex,Northeast,Not yet
Residential Land(Land and Building),Bunkyo Ward,3.0,190000000,1K,150,Semi-rectangular Shaped,8.0,1968.0,S,House,North,Not yet
Residential Land(Land and Building),Bunkyo Ward,5.0,100000000,1K,65,Semi-shaped,6.8,2018.0,W,House,South,Not yet
Residential Land(Land and Building),Bunkyo Ward,6.0,90000000,1K,95,Irregular Shaped,3.5,2018.0,W,House,East,Not yet
Residential Land(Land and Building),Bunkyo Ward,4.0,59000000,1K,60,Semi-rectangular Shaped,4.3,2019.0,W,House,North,Not yet
Residential Land(Land and Building),Bunkyo Ward,7.0,70000000,1K,45,Semi-rectangular Shaped,6.6,2019.0,W,House,South,Not yet
Residential Land(Land and Building),Bunkyo Ward,7.0,64000000,1K,65,Flag-shaped etc.,2.3,2019.0,W,House,East,Not yet
Residential Land(Land and Building),Bunkyo Ward,7.0,62000000,1K,50,Flag-shaped etc.,2.2,1988.0,W,House,South,Not yet
Residential Land(Land and Building),Bunkyo Ward,8.0,240000000,1K,240,Rectangular Shaped,13.0,1963.0,RC,House,Northeast,Not yet
Residential Land(Land and Building),Bunkyo Ward,2.0,14000000,1K,35,Semi-square Shaped,6.0,1960.0,W,House,West,Not yet
Residential Land(Land and Building),Bunkyo Ward,7.0,210000000,1K,310,Semi-shaped,11.5,1986.0,W,House,Northeast,Not yet
Residential Land(Land and Building),Bunkyo Ward,6.0,94000000,1K,80,Irregular Shaped,10.8,2018.0,W,House,East,Not yet
Residential Land(Land and Building),Bunkyo Ward,5.0,400000000,1K,460,Irregular Shaped,24.0,1994.0,RC,House,East,Not yet
Residential Land(Land and Building),Bunkyo Ward,8.0,74000000,1K,90,Semi-rectangular Shaped,8.7,1986.0,W,House,South,Not yet
Residential Land(Land and Building),Bunkyo Ward,6.0,170000000,1K,260,Irregular Shaped,8.2,1990.0,S,Housing Complex,Northwest,Not yet
Residential Land(Land and Building),Bunkyo Ward,6.0,64000000,1K,55,Semi-rectangular Shaped,5.9,2007.0,W,House,Northeast,Not yet
Residential Land(Land and Building),Bunkyo Ward,8.0,140000000,1K,165,Rectangular Shaped,9.2,1988.0,RC,Housing Complex,Southeast,Not yet
Residential Land(Land and Building),Bunkyo Ward,8.0,120000000,1K,110,Semi-rectangular Shaped,8.0,1997.0,S,Office,Southeast,Not yet
Residential Land(Land and Building),Bunkyo Ward,8.0,170000000,1K,110,Semi-rectangular Shaped,7.0,1987.0,LS,House,Northwest,Not yet
Residential Land(Land and Building),Bunkyo Ward,5.0,39000000,1K,30,Irregular Shaped,7.0,2014.0,W,House,East,Not yet
Residential Land(Land and Building),Bunkyo Ward,6.0,64000000,1K,55,Semi-rectangular Shaped,10.6,2016.0,W,House,Southeast,Not yet
Residential Land(Land and Building),Bunkyo Ward,7.0,35000000,1K,60,Semi-rectangular Shaped,5.4,1996.0,W,House,Southeast,Not yet
Residential Land(Land and Building),Bunkyo Ward,2.0,35000000,1K,50,Semi-trapezoidal Shaped,8.0,1992.0,W,Housing Complex,Northwest,Not yet
Residential Land(Land and Building),Bunkyo Ward,4.0,230000000,1K,260,Semi-rectangular Shaped,13.5,1989.0,RC,Housing Complex,Southwest,Not yet
Residential Land(Land and Building),Bunkyo Ward,7.0,5000000,1K,35,Semi-trapezoidal Shaped,6.7,1966.0,W,Housing Complex,Southwest,Not yet
Residential Land(Land and Building),Bunkyo Ward,7.0,86000000,1K,125,Semi-rectangular Shaped,14.5,1991.0,W,Housing Complex,Northeast,Not yet
Residential Land(Land and Building),Bunkyo Ward,9.0,170000000,1K,230,Semi-shaped,14.0,1966.0,RC,Factory,Southeast,Not yet
Residential Land(Land and Building),Bunkyo Ward,8.0,38000000,1K,115,Semi-rectangular Shaped,7.8,1965.0,W,Housing Complex,South,Not yet
Residential Land(Land and Building),Bunkyo Ward,4.0,200000000,1K,290,Irregular Shaped,14.4,1968.0,W,House,Southeast,Not yet
Residential Land(Land and Building),Bunkyo Ward,4.0,63000000,1K,65,Semi-trapezoidal Shaped,7.4,2014.0,W,House,South,Not yet
Residential Land(Land and Building),Bunkyo Ward,9.0,620000000,1K,450,Irregular Shaped,20.5,1992.0,RC,Office,Southeast,Not yet
Residential Land(Land and Building),Bunkyo Ward,5.0,76000000,1K,60,Semi-rectangular Shaped,5.5,2019.0,W,House,West,Not yet
Residential Land(Land and Building),Bunkyo Ward,6.0,82000000,1K,75,Semi-rectangular Shaped,5.8,2017.0,W,House,South,Not yet
Residential Land(Land and Building),Minato Ward,1.0,260000000,1K,105,Rectangular Shaped,6.5,1990.0,S,Housing Complex,West,Not yet
Residential Land(Land and Building),Minato Ward,1.0,190000000,1K,120,Square Shaped,11.0,1970.0,RC,Housing Complex,East,Not yet
Residential Land(Land and Building),Minato Ward,1.0,1500000000,1K,540,Semi-shaped,9.5,1970.0,RC,Office,North,Not yet
Residential Land(Land and Building),Bunkyo Ward,7.0,240000000,1K,95,Other LandShape,8.2,2016.0,RC,Housing Complex,Northwest,Not yet
Residential Land(Land and Building),Bunkyo Ward,4.0,280000000,1K,200,Semi-rectangular Shaped,11.0,1966.0,RC,Office,Southeast,Not yet
Residential Land(Land and Building),Bunkyo Ward,8.0,480000000,1K,270,Irregular Shaped,7.2,1980.0,SRC,Housing Complex,North,Not yet
Residential Land(Land and Building),Bunkyo Ward,6.0,110000000,1K,80,Trapezoidal Shaped,9.6,2008.0,S,House,West,Not yet
Residential Land(Land and Building),Bunkyo Ward,6.0,170000000,1K,110,Irregular Shaped,13.0,1988.0,S,Housing Complex,Northeast,Not yet
Residential Land(Land and Building),Bunkyo Ward,2.0,170000000,1K,115,Semi-rectangular Shaped,9.0,1971.0,S,Housing Complex,Southwest,Not yet
Residential Land(Land and Building),Bunkyo Ward,3.0,1100000000,1K,175,Irregular Shaped,14.0,2017.0,RC,Housing Complex,Northeast,Not yet
Residential Land(Land and Building),Bunkyo Ward,8.0,290000000,1K,155,Semi-rectangular Shaped,9.6,2016.0,RC,Housing Complex,Southeast,Not yet
Residential Land(Land and Building),Bunkyo Ward,2.0,48000000,1K,45,Semi-rectangular Shaped,4.0,1958.0,W,House,Northeast,Not yet
Residential Land(Land and Building),Minato Ward,6.0,290000000,1K,360,Irregular Shaped,18.6,1973.0,RC,Housing Complex,Northeast,Not yet
Residential Land(Land and Building),Bunkyo Ward,2.0,72000000,1K,55,Rectangular Shaped,4.3,2017.0,W,House,Northwest,Not yet
Residential Land(Land and Building),Bunkyo Ward,6.0,75000000,1K,85,Semi-rectangular Shaped,6.4,2015.0,W,House,East,Not yet
Residential Land(Land and Building),Bunkyo Ward,2.0,320000000,1K,135,Semi-rectangular Shaped,10.0,2017.0,RC,Housing Complex,Southeast,Not yet
Residential Land(Land and Building),Minato Ward,3.0,460000000,1K,125,Semi-square Shaped,11.0,1969.0,RC,House,Southeast,Not yet
Residential Land(Land and Building),Minato Ward,0.0,520000000,1K,75,Trapezoidal Shaped,8.5,1968.0,RC,Office,Southwest,Not yet
Residential Land(Land and Building),Bunkyo Ward,8.0,69000000,1K,75,Semi-rectangular Shaped,4.6,2015.0,W,House,East,Not yet
Residential Land(Land and Building),Bunkyo Ward,2.0,150000000,1K,75,Semi-rectangular Shaped,5.5,1985.0,RC,Housing Complex,Northeast,Not yet
Residential Land(Land and Building),Bunkyo Ward,7.0,330000000,1K,165,Semi-rectangular Shaped,7.2,2018.0,RC,Housing Complex,Southwest,Not yet
Residential Land(Land and Building),Minato Ward,6.0,150000000,1K,155,Trapezoidal Shaped,12.0,1979.0,RC,House,South,Not yet
Residential Land(Land and Building),Minato Ward,5.0,150000000,1K,125,Rectangular Shaped,12.0,1994.0,W,House,South,Not yet
Residential Land(Land and Building),Bunkyo Ward,7.0,880000000,1K,290,Semi-rectangular Shaped,12.4,1988.0,SRC,House,Northeast,Not yet
Residential Land(Land and Building),Bunkyo Ward,8.0,600000000,1K,175,Semi-trapezoidal Shaped,8.3,1991.0,S,House,Northeast,Not yet
Residential Land(Land and Building),Minato Ward,6.0,260000000,1K,140,Semi-rectangular Shaped,11.4,2007.0,W,House,Northwest,Not yet
Residential Land(Land and Building),Bunkyo Ward,10.0,81000000,1K,80,Semi-rectangular Shaped,9.6,1986.0,S,Housing Complex,Northwest,Not yet
Residential Land(Land and Building),Bunkyo Ward,11.0,980000000,1K,1500,Semi-rectangular Shaped,40.0,1988.0,RC,Housing Complex,Southwest,Not yet
Residential Land(Land and Building),Bunkyo Ward,6.0,60000000,1K,75,Semi-trapezoidal Shaped,6.0,1970.0,W,House,South,Not yet
Residential Land(Land and Building),Bunkyo Ward,5.0,83000000,1K,55,Semi-rectangular Shaped,5.0,1989.0,W,House,Northeast,Not yet
Residential Land(Land and Building),Bunkyo Ward,5.0,250000000,1K,135,Semi-square Shaped,11.4,1969.0,W,House,East,Not yet
Residential Land(Land and Building),Bunkyo Ward,6.0,54000000,1K,45,Semi-rectangular Shaped,4.0,1977.0,LS,House,South,Not yet
Residential Land(Land and Building),Bunkyo Ward,5.0,55000000,1K,60,Semi-rectangular Shaped,6.6,1977.0,LS,House,South,Not yet
Residential Land(Land and Building),Bunkyo Ward,5.0,37000000,1K,30,Rectangular Shaped,4.0,1994.0,W,House,No facing road,Not yet
Residential Land(Land and Building),Bunkyo Ward,12.0,110000000,1K,125,Semi-trapezoidal Shaped,8.0,2003.0,W,House,West,Not yet
Residential Land(Land and Building),Bunkyo Ward,7.0,700000000,1K,210,Semi-rectangular Shaped,12.0,2018.0,RC,Housing Complex,North,Not yet
Residential Land(Land and Building),Bunkyo Ward,12.0,54000000,1K,50,Semi-trapezoidal Shaped,8.5,1993.0,W,House,Northwest,Not yet
Residential Land(Land and Building),Minato Ward,10.0,620000000,1K,440,Rectangular Shaped,15.2,1998.0,RC,Housing Complex,Northeast,Not yet
Residential Land(Land and Building),Minato Ward,2.0,460000000,1K,220,Rectangular Shaped,12.0,1980.0,RC,House,Northeast,Not yet
Residential Land(Land and Building),Minato Ward,3.0,330000000,1K,240,Semi-trapezoidal Shaped,15.0,1986.0,RC,Office,Southwest,Not yet
Residential Land(Land and Building),Minato Ward,11.0,75000000,1K,65,Semi-rectangular Shaped,6.0,1992.0,RC,House,Northeast,Not yet
Residential Land(Land and Building),Bunkyo Ward,5.0,1200000000,1K,420,Semi-shaped,20.0,1992.0,SRC,Office,East,Not yet
Residential Land(Land and Building),Bunkyo Ward,3.0,160000000,1K,120,Rectangular Shaped,7.2,1990.0,S,Housing Complex,Southeast,Not yet
